lead_id,seller_id,company_name,seller_category,service_name,seller_health_score,match_score
L110700,64000632,Khurana-Sagar,Furniture,IM Leader Pro,32,77
L110701,64000684,Hora-Madan,Machinery,Free,87,94
L110702,64000101,Jha-Walia,Machinery,Maximiser Pro,90,90
L110703,64000624,Master-Lanka,Furniture,IM Leader Pro,96,90
L110704,64000272,Dugal Ltd,Chemicals,Mini Dynamic Catalog (Annual),85,91
L110705,64000611,Chaudhuri and Sons,Packaging,IM Leader Pro,84,89
L110706,64000420,Kala-Kala,Garments,Trustseal Pro,24,83
L110707,64000983,Tank and Sons,Chemicals,IM Star Pro,42,90
L110708,64000849,Raman Ltd,Electronics,Mini Dynamic Catalog (Monthly),85,70
L110709,64000415,"Chacko, Bhatia and Doshi",Packaging,IM Star Pro,23,82
L110710,64000485,"Bhargava, Hari and Toor",Chemicals,Trustseal Pro,24,84
L110711,64000185,Bala-Golla,Machinery,Mini Dynamic Catalog (Annual),62,72
L110712,64000798,Sarraf Group,Leather,Free,86,95
L110713,64000329,Viswanathan PLC,Electronics,Free,89,88
L110714,64000602,"Reddy, Banerjee and Ghosh",Garments,Mini Dynamic Catalog (Monthly),39,72
L110715,64000111,Khalsa-Lata,Agriculture,Free,68,91
L110716,64000366,Khalsa-Sibal,Garments,Mini Dynamic Catalog (Monthly),89,70
L110717,64000053,"Trivedi, Dutta and Swamy",Machinery,IM Star Pro,40,98
L110718,64000760,Venkatesh-Aurora,Chemicals,Trustseal Pro,88,81
L110719,64000451,Dhingra and Sons,Furniture,IM Leader Pro,91,78
L110720,64000171,"Rajagopalan, Krishnan and Dixit",Furniture,Free,69,95
L110721,64000261,"Buch, Handa and Vyas",Electronics,Mini Dynamic Catalog (Annual),40,98
L110722,64000835,"Sheth, Varughese and Mangal",Garments,Free,32,91
L110723,64000123,"Subramanian, Shah and Loke",Machinery,Free,71,98
L110724,64000791,Sant-Aggarwal,Garments,IM Leader Pro,47,89
L110725,64000996,"D’Alia, Aurora and Bhakta",Furniture,Mini Dynamic Catalog (Monthly),82,83
L110726,64000593,"Ganguly, Bhakta and Badami",Furniture,Maximiser Pro,80,84
L110727,64000689,Gokhale and Sons,Machinery,Free,75,82
L110728,64000511,"Amble, Raval and Baria",Agriculture,IM IL,21,89
L110729,64000187,Bhasin-Jayaraman,Electronics,Mini Dynamic Catalog (Monthly),20,84
L110730,64000395,Saraf-Badal,Packaging,Trustseal Pro,42,90
L110731,64000333,"Shankar, Krishna and Master",Chemicals,Mini Dynamic Catalog (Monthly),64,93
L110732,64000248,Banik-Vasa,Agriculture,Free,89,82
L110733,64000913,Srivastava Inc,Agriculture,Maximiser Pro,63,71
L110734,64000065,"Kannan, Sur and Kota",Electronics,IM IL,43,93
L110735,64000986,"Bansal, De and Cherian",Machinery,Free,67,85
L110736,64000875,Bhardwaj-Chad,Electronics,Mini Dynamic Catalog (Annual),65,98
L110737,64000613,Shankar Inc,Electronics,IM Leader Pro,52,81
L110738,64000474,"Basak, Kaur and Barman",Garments,Free,73,98
L110739,64000528,"Khanna, Vohra and Lad",Agriculture,Mini Dynamic Catalog (Annual),22,74
L110740,64000368,Brar Group,Leather,Maximiser Pro,15,91
L110741,64000090,Dasgupta PLC,Packaging,Free,89,77
L110742,64000738,Biswas Inc,Machinery,IM IL,92,92
L110743,64000555,"Talwar, Kunda and Ahluwalia",Furniture,Trustseal Pro,28,90
L110744,64000133,"Samra, Bassi and Ray",Packaging,IM IL,31,81
L110745,64000430,Bhandari and Sons,Electronics,Free,93,81
L110746,64000339,"Bava, Mani and Char",Chemicals,IM Leader Pro,23,80
L110747,64000900,Tailor-Kibe,Machinery,IM Star Pro,87,94
L110748,64000011,Kothari Ltd,Furniture,Mini Dynamic Catalog (Monthly),57,80
L110749,64000649,Dhillon and Sons,Electronics,Free,90,74
L110750,64000252,"Kumar, Hayer and Mangal",Garments,Maximiser Pro,52,93
L110751,64000460,Bedi-Dua,Chemicals,IM IL,32,93
L110752,64000037,Dubey-Apte,Machinery,Mini Dynamic Catalog (Annual),91,93
L110753,64000916,Chakrabarti-Baral,Leather,Mini Dynamic Catalog (Annual),37,99
L110754,64000105,"Raj, Halder and Bansal",Furniture,IM IL,44,81
L110755,64000481,Kar-Walia,Furniture,Free,83,86
L110756,64000796,Gole-Sibal,Furniture,IM Star Pro,95,75
L110757,64000467,Ganesh Group,Chemicals,IM Leader Pro,22,74
L110758,64000036,Iyer-Seshadri,Chemicals,Free,76,81
L110759,64000422,Saran Inc,Electronics,Free,47,90
L110760,64000324,Randhawa Ltd,Packaging,Maximiser Pro,55,82
L110761,64000108,Lalla Inc,Packaging,Maximiser Pro,85,85
L110762,64000704,"Mall, Grewal and Majumdar",Garments,Free,77,83
L110763,64000492,Apte-Agarwal,Machinery,IM Leader Pro,40,91
L110764,64000948,Badami Inc,Garments,Mini Dynamic Catalog (Annual),98,82
L110765,64000133,"Samra, Bassi and Ray",Packaging,IM IL,31,85
L110766,64000305,"Bajaj, Samra and Bajaj",Electronics,Trustseal Pro,94,72
L110767,64000261,"Buch, Handa and Vyas",Electronics,Mini Dynamic Catalog (Annual),40,93
L110768,64000486,Das Inc,Machinery,Trustseal Pro,42,93
L110769,64000610,Kapoor Group,Agriculture,IM IL,86,87
L110770,64000205,Khanna PLC,Electronics,Free,82,74
L110771,64000683,Bakshi and Sons,Chemicals,Trustseal Pro,94,85
L110772,64000805,Agate-Jayaraman,Machinery,IM IL,53,76
L110773,64000288,Kuruvilla-Bains,Electronics,Free,81,88
L110774,64000578,Sama-Acharya,Packaging,Trustseal Pro,29,99
L110775,64000925,"Chana, Char and Suri",Machinery,IM Leader Pro,87,97
L110776,64000993,Kanda Ltd,Leather,IM IL,82,92
L110777,64000030,Balan-Mani,Chemicals,IM IL,49,99
L110778,64000752,"Cheema, Goyal and Dutt",Garments,IM IL,19,73
L110779,64000105,"Raj, Halder and Bansal",Furniture,IM IL,44,97
L110780,64000119,Tripathi-Sathe,Agriculture,Mini Dynamic Catalog (Monthly),85,92
L110781,64000622,"Virk, Dara and Seth",Packaging,IM IL,87,78
L110782,64000174,"Sridhar, Ratta and Saini",Furniture,Trustseal Pro,83,79
L110783,64000160,Kalla-Virk,Agriculture,Mini Dynamic Catalog (Monthly),37,94
L110784,64000965,"Dey, Guha and Arya",Agriculture,Mini Dynamic Catalog (Monthly),53,95
L110785,64000134,Kalita PLC,Agriculture,Mini Dynamic Catalog (Annual),94,83
L110786,64000958,Bhattacharyya-Brar,Packaging,IM Star Pro,19,78
L110787,64000366,Khalsa-Sibal,Garments,Mini Dynamic Catalog (Monthly),89,91
L110788,64000198,Chaudhary-Swaminathan,Agriculture,Mini Dynamic Catalog (Monthly),67,78
L110789,64000893,Dhar Inc,Furniture,Free,22,77
L110790,64000883,Swaminathan PLC,Chemicals,Mini Dynamic Catalog (Monthly),83,95
L110791,64000166,Boase Ltd,Agriculture,IM IL,27,90
L110792,64000825,Srinivas LLC,Chemicals,Free,80,79
L110793,64000656,Sridhar-Mangal,Leather,Mini Dynamic Catalog (Monthly),78,77
L110794,64000777,"Gopal, Grewal and Mani",Electronics,Trustseal Pro,47,98
L110795,64000361,Datta Inc,Leather,IM Leader Pro,49,91
L110796,64000320,Magar and Sons,Packaging,Mini Dynamic Catalog (Annual),40,93
L110797,64000323,Madan-Bhargava,Agriculture,Free,84,96
L110798,64000958,Bhattacharyya-Brar,Packaging,IM Star Pro,19,92
L110799,64000929,"Datta, Garg and Dey",Furniture,Mini Dynamic Catalog (Monthly),42,93
L110800,64000837,Dhawan-Gour,Leather,IM Star Pro,21,93
L110801,64000164,"Mammen, Kar and Subramanian",Garments,Maximiser Pro,84,85
L110802,64000008,Mander Group,Electronics,Trustseal Pro,86,96
L110803,64000682,Kulkarni-Karpe,Electronics,Trustseal Pro,57,89
L110804,64000899,Deep-Borah,Chemicals,IM IL,92,93
L110805,64000681,"Mangat, Kapoor and Goswami",Furniture,IM Star Pro,31,81
L110806,64000309,Golla Inc,Chemicals,Free,72,70
L110807,64000873,"Yohannan, Dhillon and Mangal",Furniture,Mini Dynamic Catalog (Annual),19,79
L110808,64000333,"Shankar, Krishna and Master",Chemicals,Mini Dynamic Catalog (Monthly),64,88
L110809,64000199,"Arya, Deshpande and Goswami",Packaging,Trustseal Pro,69,75
L110810,64000910,Ben-Toor,Electronics,Maximiser Pro,82,97
L110811,64000146,"Raval, Chakrabarti and Handa",Machinery,IM IL,41,94
L110812,64000139,Agate-Vala,Garments,Mini Dynamic Catalog (Annual),83,76
L110813,64000715,"Tella, Zachariah and Dhingra",Electronics,IM Star Pro,48,86
L110814,64000570,"Verma, Dutt and Chander",Electronics,Free,85,90
L110815,64000276,Tailor-Grover,Chemicals,Free,86,83
L110816,64000045,"Vyas, Dugal and Guha",Electronics,Free,29,75
L110817,64000334,"Sani, Savant and Kade",Electronics,IM IL,55,73
L110818,64000764,"Bhasin, Madan and Raval",Garments,Trustseal Pro,50,82
L110819,64000283,Suresh-Sunder,Garments,Free,76,84
L110820,64000133,"Samra, Bassi and Ray",Packaging,IM IL,31,97
L110821,64000277,"Chana, Lala and Sama",Garments,IM Leader Pro,89,92
L110822,64000811,"Sarkar, Andra and Sarkar",Electronics,Mini Dynamic Catalog (Annual),90,95
L110823,64000380,Basu and Sons,Machinery,Maximiser Pro,84,82
L110824,64000472,Mangat and Sons,Chemicals,Trustseal Pro,95,70
L110825,64000946,Chanda Inc,Furniture,Mini Dynamic Catalog (Annual),81,77
L110826,64000551,Gola-Anand,Garments,IM IL,92,80
L110827,64000718,Banik Inc,Furniture,Free,83,91
L110828,64000909,Gulati-Raju,Furniture,IM Star Pro,92,78
L110829,64000457,Kanda Group,Furniture,Maximiser Pro,27,76
L110830,64000991,Bahl-Saraf,Garments,Free,43,88
L110831,64000578,Sama-Acharya,Packaging,Trustseal Pro,29,94
L110832,64000314,Hayer-Kaul,Leather,IM IL,83,70
L110833,64000776,Barman Group,Agriculture,Mini Dynamic Catalog (Monthly),86,78
L110834,64000004,"Kurian, Bhat and Ben",Garments,Free,86,79
L110835,64000974,"Roy, Sodhi and Comar",Agriculture,Free,78,82
L110836,64000137,"Sha, Rajan and Mall",Garments,IM Star Pro,33,99
L110837,64000224,Shetty LLC,Chemicals,IM Star Pro,74,78
L110838,64000178,Dass-Ranganathan,Leather,IM Star Pro,90,79
L110839,64000447,Babu-Varty,Garments,IM Star Pro,41,97
L110840,64000733,Char-Gour,Garments,Free,73,85
L110841,64000521,"Varghese, Chaudhuri and Karnik",Chemicals,Maximiser Pro,90,93
L110842,64000016,"Acharya, Kuruvilla and Chaudhari",Furniture,Free,73,86
L110843,64000184,"Dalal, Chaudhary and Ganguly",Machinery,IM IL,87,72
L110844,64000990,Sani Ltd,Leather,Maximiser Pro,68,90
L110845,64000215,Kumar-Chadha,Packaging,IM Leader Pro,91,98
L110846,64000557,Sabharwal-Kothari,Leather,IM Star Pro,19,89
L110847,64000573,Sampath-Sethi,Furniture,Free,62,73
L110848,64000301,Chander-Karnik,Chemicals,Mini Dynamic Catalog (Annual),82,76
L110849,64000948,Badami Inc,Garments,Mini Dynamic Catalog (Annual),98,97
L110850,64000909,Gulati-Raju,Furniture,IM Star Pro,92,81
L110851,64000221,"Vig, Dora and Verma",Chemicals,IM IL,93,95
L110852,64000303,"Deep, Zachariah and Verma",Electronics,IM IL,88,88
L110853,64000066,Barad-Keer,Machinery,IM Leader Pro,92,80
L110854,64000387,"Guha, Garde and Ratta",Furniture,IM Star Pro,27,88
L110855,64000444,Sabharwal Group,Furniture,Free,82,99
L110856,64000241,Bail-Sarna,Leather,Free,77,72
L110857,64000022,Majumdar Ltd,Agriculture,IM Star Pro,89,78
L110858,64000813,Madan-Dash,Garments,IM IL,83,99
L110859,64000405,Ganesh-Srinivas,Furniture,Maximiser Pro,29,93
L110860,64000515,Shukla Ltd,Machinery,IM IL,93,85
L110861,64000219,"Baria, Badal and Wason",Agriculture,Trustseal Pro,16,70
L110862,64000817,Keer-Edwin,Chemicals,Mini Dynamic Catalog (Annual),26,89
L110863,64000693,"Walla, Devi and Saxena",Leather,Trustseal Pro,71,92
L110864,64000380,Basu and Sons,Machinery,Maximiser Pro,84,98
L110865,64000998,Deshpande-Raja,Machinery,Mini Dynamic Catalog (Monthly),82,99
L110866,64000587,"Johal, Gera and Gole",Garments,Free,72,84
L110867,64000995,Sandhu-Raja,Machinery,Mini Dynamic Catalog (Annual),93,83
L110868,64000843,"Ratti, Kibe and Sarraf",Agriculture,Trustseal Pro,42,79
L110869,64000649,Dhillon and Sons,Electronics,Free,90,76
L110870,64000096,"Guha, Kaul and Mall",Electronics,Trustseal Pro,88,77
L110871,64000870,Lal-Vala,Packaging,IM Star Pro,21,78
L110872,64000963,Zacharia LLC,Chemicals,Trustseal Pro,31,87
L110873,64000561,"Sarma, Atwal and Sarkar",Machinery,Maximiser Pro,42,71
L110874,64000835,"Sheth, Varughese and Mangal",Garments,Free,32,76
L110875,64000913,Srivastava Inc,Agriculture,Maximiser Pro,63,74
L110876,64000988,"Sahota, Dewan and Bassi",Electronics,Mini Dynamic Catalog (Annual),91,88
L110877,64000225,"Raj, Taneja and Jaggi",Chemicals,IM Leader Pro,48,97
L110878,64000456,Mammen-Ben,Chemicals,IM IL,35,94
L110879,64000415,"Chacko, Bhatia and Doshi",Packaging,IM Star Pro,23,98
L110880,64000233,Kothari-Goda,Electronics,Mini Dynamic Catalog (Annual),52,79
L110881,64000823,"Krishna, Datta and Contractor",Packaging,IM Leader Pro,83,71
L110882,64000092,Seshadri LLC,Electronics,Trustseal Pro,84,81
L110883,64000691,Konda-Hayer,Furniture,IM Star Pro,50,92
L110884,64000345,"Ghosh, Vig and Manne",Agriculture,Free,89,94
L110885,64000617,Kurian-Saran,Furniture,IM Leader Pro,17,71
L110886,64000077,"Chaudhari, Shenoy and Mandal",Electronics,IM IL,92,76
L110887,64000417,"Amble, Toor and Chacko",Leather,Mini Dynamic Catalog (Monthly),93,78
L110888,64000503,Bora PLC,Leather,Trustseal Pro,82,89
L110889,64000953,"Kale, Saha and Dhillon",Chemicals,IM Star Pro,36,85
L110890,64000255,Dayal-Kala,Garments,Free,80,73
L110891,64000254,Sandal LLC,Furniture,IM IL,87,73
L110892,64000857,"Wali, Jaggi and Sarkar",Electronics,Mini Dynamic Catalog (Monthly),18,87
L110893,64000342,"Uppal, Soman and Shankar",Electronics,Free,72,89
L110894,64000718,Banik Inc,Furniture,Free,83,90
L110895,64000071,Khosla-Sur,Garments,IM Leader Pro,91,93
L110896,64000497,Ghose Ltd,Agriculture,Mini Dynamic Catalog (Annual),23,91
L110897,64000098,Bala-Chatterjee,Furniture,IM Leader Pro,27,73
L110898,64000613,Shankar Inc,Electronics,IM Leader Pro,52,96
L110899,64000090,Dasgupta PLC,Packaging,Free,89,98
L110900,64000974,"Roy, Sodhi and Comar",Agriculture,Free,78,85
L110901,64000714,Edwin-Karnik,Agriculture,Trustseal Pro,89,77
L110902,64000262,"Bhalla, Rattan and Bumb",Machinery,Free,75,93
L110903,64000281,"Taneja, Saraf and Raval",Electronics,Trustseal Pro,36,70
L110904,64000451,Dhingra and Sons,Furniture,IM Leader Pro,91,71
L110905,64000925,"Chana, Char and Suri",Machinery,IM Leader Pro,87,89
L110906,64000611,Chaudhuri and Sons,Packaging,IM Leader Pro,84,81
L110907,64000313,Cherian and Sons,Leather,Trustseal Pro,39,84
L110908,64000315,Barad-Bhalla,Machinery,IM IL,21,92
L110909,64000781,Balakrishnan Inc,Leather,IM IL,63,87
L110910,64000226,Sagar-Sarna,Machinery,Maximiser Pro,25,80
L110911,64000857,"Wali, Jaggi and Sarkar",Electronics,Mini Dynamic Catalog (Monthly),18,78
L110912,64000289,Balay-Vohra,Chemicals,Maximiser Pro,42,81
L110913,64000397,Sankaran and Sons,Electronics,Maximiser Pro,91,82
L110914,64000308,"Swaminathan, Comar and Bhalla",Agriculture,IM IL,24,77
L110915,64000380,Basu and Sons,Machinery,Maximiser Pro,84,87
L110916,64000960,Chhabra PLC,Electronics,Mini Dynamic Catalog (Annual),85,74
L110917,64000852,Singh and Sons,Agriculture,Free,74,84
L110918,64000526,Cherian-Taneja,Agriculture,Mini Dynamic Catalog (Annual),97,95
L110919,64000849,Raman Ltd,Electronics,Mini Dynamic Catalog (Monthly),85,71
L110920,64000430,Bhandari and Sons,Electronics,Free,93,86
L110921,64000418,Mahal-Choudhry,Agriculture,Free,80,73
L110922,64000483,De Inc,Leather,IM IL,42,98
L110923,64000565,Bedi-Bhasin,Agriculture,Free,85,92
L110924,64000720,"Singh, Ratta and Rau",Leather,Mini Dynamic Catalog (Monthly),97,98
L110925,64000599,"Doctor, Swaminathan and Ganesan",Chemicals,Free,92,75
L110926,64000555,"Talwar, Kunda and Ahluwalia",Furniture,Trustseal Pro,28,73
L110927,64000548,Sidhu LLC,Electronics,IM Leader Pro,43,80
L110928,64000492,Apte-Agarwal,Machinery,IM Leader Pro,40,77
L110929,64000258,"Bhatt, Chawla and Chauhan",Leather,Free,45,97
L110930,64000136,Mand-Chaudhuri,Packaging,Free,87,82
L110931,64000847,Desai-Wagle,Electronics,Mini Dynamic Catalog (Monthly),95,80
L110932,64000916,Chakrabarti-Baral,Leather,Mini Dynamic Catalog (Annual),37,84
L110933,64000532,Devi Group,Agriculture,Maximiser Pro,86,85
L110934,64000212,Karnik PLC,Furniture,IM Leader Pro,44,91
L110935,64000577,Brahmbhatt-Dora,Leather,IM IL,43,73
L110936,64000274,Sami-Rao,Furniture,Maximiser Pro,50,87
L110937,64000676,Thakkar-Tak,Leather,Maximiser Pro,34,86
L110938,64000470,"Tripathi, Chowdhury and Sampath",Packaging,Maximiser Pro,92,91
L110939,64000242,"Wali, Sandhu and Bhat",Packaging,Free,90,87
L110940,64000879,Devi LLC,Garments,Mini Dynamic Catalog (Annual),35,73
L110941,64000451,Dhingra and Sons,Furniture,IM Leader Pro,91,81
L110942,64000534,Tak Inc,Packaging,Maximiser Pro,86,80
L110943,64000678,Thakkar and Sons,Packaging,Free,27,88
L110944,64000293,Andra and Sons,Agriculture,IM Leader Pro,33,71
L110945,64000073,"Krishnan, Bhasin and Bora",Electronics,Maximiser Pro,82,89
L110946,64000390,"Basu, Sidhu and Rau",Garments,Free,72,91
L110947,64000803,Rana PLC,Furniture,IM IL,45,85
L110948,64000757,"Kade, Bora and Babu",Machinery,Mini Dynamic Catalog (Monthly),34,85
L110949,64000695,"Bawa, Raju and Sahni",Leather,Mini Dynamic Catalog (Monthly),96,72
L110950,64000576,"Chaudhuri, Gill and Kata",Packaging,IM Leader Pro,23,86
L110951,64000343,Singh-Ahluwalia,Agriculture,Mini Dynamic Catalog (Annual),62,93
L110952,64000649,Dhillon and Sons,Electronics,Free,90,97
L110953,64000799,"Loyal, Char and Sarna",Machinery,IM Leader Pro,80,71
L110954,64000320,Magar and Sons,Packaging,Mini Dynamic Catalog (Annual),40,83
L110955,64000552,Trivedi and Sons,Agriculture,Mini Dynamic Catalog (Annual),85,79
L110956,64000260,"Kade, Barad and Deo",Furniture,Free,80,81
L110957,64000373,Hayre-Kalita,Packaging,Free,79,84
L110958,64000691,Konda-Hayer,Furniture,IM Star Pro,50,98
L110959,64000498,Chahal-Gola,Machinery,Free,95,81
L110960,64000009,"Deol, Ramaswamy and Sarin",Chemicals,Maximiser Pro,27,97
L110961,64000571,"Yadav, Jha and Doshi",Machinery,Free,84,70
L110962,64000178,Dass-Ranganathan,Leather,IM Star Pro,90,80
L110963,64000505,"Borra, Hayre and Yogi",Furniture,Maximiser Pro,68,84
L110964,64000883,Swaminathan PLC,Chemicals,Mini Dynamic Catalog (Monthly),83,79
L110965,64000029,"Buch, Bhalla and Sharaf",Electronics,IM IL,45,86
L110966,64000871,Chaudry-Dey,Garments,Mini Dynamic Catalog (Annual),53,92
L110967,64000755,Shankar Ltd,Packaging,IM Leader Pro,91,94
L110968,64000111,Khalsa-Lata,Agriculture,Free,68,75
L110969,64000561,"Sarma, Atwal and Sarkar",Machinery,Maximiser Pro,42,90
L110970,64000200,Chaudhary-Sama,Garments,Mini Dynamic Catalog (Monthly),62,77
L110971,64000065,"Kannan, Sur and Kota",Electronics,IM IL,43,75
L110972,64000538,Chokshi-Chacko,Electronics,Free,69,75
L110973,64000902,Hegde-Sachar,Chemicals,Mini Dynamic Catalog (Monthly),81,80
L110974,64000689,Gokhale and Sons,Machinery,Free,75,98
L110975,64000401,Chhabra Ltd,Agriculture,IM IL,19,96
L110976,64000368,Brar Group,Leather,Maximiser Pro,15,78
L110977,64000993,Kanda Ltd,Leather,IM IL,82,88
L110978,64000953,"Kale, Saha and Dhillon",Chemicals,IM Star Pro,36,81
L110979,64000293,Andra and Sons,Agriculture,IM Leader Pro,33,83
L110980,64000852,Singh and Sons,Agriculture,Free,74,83
L110981,64000468,"Malhotra, Singhal and Chahal",Packaging,Trustseal Pro,90,75
L110982,64000746,Sarraf-Butala,Garments,Trustseal Pro,96,98
L110983,64000511,"Amble, Raval and Baria",Agriculture,IM IL,21,94
L110984,64000467,Ganesh Group,Chemicals,IM Leader Pro,22,97
L110985,64000818,Barad Group,Chemicals,Mini Dynamic Catalog (Annual),63,71
L110986,64000977,Dugal-Swamy,Packaging,Free,76,89
L110987,64000066,Barad-Keer,Machinery,IM Leader Pro,92,98
L110988,64000739,Garg-Bhatti,Packaging,IM Star Pro,41,77
L110989,64000759,"Sen, Golla and Madan",Electronics,IM Star Pro,83,90
L110990,64000109,Bhatia-Virk,Machinery,Free,35,85
L110991,64000847,Desai-Wagle,Electronics,Mini Dynamic Catalog (Monthly),95,78
L110992,64000006,"Batta, Mangal and Thaman",Garments,Free,71,96
L110993,64000056,"Vaidya, Badami and Sanghvi",Garments,Trustseal Pro,26,74
L110994,64000321,Hans-Rajagopal,Packaging,IM Star Pro,45,81
L110995,64000806,Dani Inc,Machinery,Free,27,72
L110996,64000168,Sood-Gade,Machinery,Free,79,92
L110997,64000947,Cheema-Gill,Machinery,Maximiser Pro,91,89
L110998,64000625,Kapadia-Balan,Leather,Maximiser Pro,92,85
L110999,64000338,"Bera, Ahluwalia and Kuruvilla",Electronics,IM Star Pro,38,98
L111000,64000379,Sem LLC,Packaging,Mini Dynamic Catalog (Monthly),82,86
L111001,64000418,Mahal-Choudhry,Agriculture,Free,80,80
L111002,64000068,"Bora, Wali and Bose",Chemicals,IM IL,43,70
L111003,64000866,Bala-Raja,Leather,Trustseal Pro,49,90
L111004,64000323,Madan-Bhargava,Agriculture,Free,84,71
L111005,64000507,"Cherian, Dara and Chaudry",Garments,IM Leader Pro,25,94
L111006,64000031,Desai-Jha,Leather,Free,80,70
L111007,64000702,Ahuja-Mallick,Chemicals,Free,47,71
